2334.5,1708.5,2332.5,2178.5,2263.5,1478.5,2342.5,1102.5,2353.5,467.5
2341.5,1705.5,2339.5,2176.5,2286.5,1473.5,2399.5,1104.5,2466.5,474.5
2333.5,1709.5,2332.5,2182.5,2264.5,1478.5,2354.5,1103.5,2375.5,467.5
2333.5,1709.5,2331.5,2179.5,2297.5,1472.5,2448.5,1122.5,2592.5,491.5
2334.5,1709.5,2331.5,2179.5,2262.5,1480.5,2409.5,1118.5,2503.5,474.5
2334.5,1709.5,2330.5,2181.5,2321.5,1465.5,2500.5,1161.5,2700.5,577.5
2338.5,1705.5,2338.5,2176.5,2271.5,1471.5,2466.5,1146.5,2616.5,552.5
2334.5,1708.5,2333.5,2179.5,2339.5,1465.5,2582.5,1124.5,2846.5,585.5
2328.5,1711.5,2333.5,2178.5,2266.5,1475.5,2541.5,1108.5,2762.5,548.5
2338.5,1709.5,2336.5,2181.5,2386.5,1468.5,2708.5,1188.5,3076.5,749.5
2334.5,1711.5,2331.5,2181.5,2265.5,1471.5,2666.5,1163.5,3002.5,695.5
2335.5,1709.5,2333.5,2180.5,2445.5,1491.5,2848.5,1349.5,3387.5,1065.5
2337.5,1708.5,2335.5,2175.5,2270.5,1470.5,2825.5,1311.5,3338.5,979.5
2342.5,1706.5,2334.5,2177.5,2500.5,1526.5,2910.5,1551.5,3551.5,1492.5
2334.5,1709.5,2332.5,2179.5,2268.5,1474.5,2887.5,1497.5,3518.5,1366.5
2333.5,1709.5,2333.5,2179.5,2534.5,1570.5,2861.5,1737.5,3453.5,1903.5
2339.5,1707.5,2334.5,2176.5,2270.5,1473.5,2870.5,1681.5,3483.5,1776.5
2333.5,1708.5,2332.5,2179.5,2558.5,1627.5,2813.5,1887.5,3336.5,2260.5
2333.5,1708.5,2334.5,2177.5,2267.5,1477.5,2838.5,1831.5,3403.5,2138.5
2333.5,1708.5,2331.5,2178.5,2565.5,1648.5,2773.5,1921.5,3265.5,2362.5
2341.5,1706.5,2343.5,2175.5,2274.5,1473.5,2790.5,1899.5,3298.5,2315.5
