# 
# 04/01/2020 15:13:21
# The parameters defined in the project are:
# ,P63 - 05 - End - 2. s X Axis [mm],P64 - 05 - End - 2. s Y Axis [mm],P65 - 05 - End - 1. s X Axis [mm],P66 - 05 - End - 1. s  Y Axis [mm],P67 - 05 - Mid - 2  X Axis [mm],P68 - 05 - Mid - 2 Y Axis [mm],P69 - 05 - Mid - 1 X Axis [mm],P70 - 05- Mid - 1 Y Axis [mm],P71 - 10 - End - 2. s X Axis [mm],P72 - 10 - End - 2. s Y Axis [mm],P73 - 10 - End - 1. s X Axis [mm],P74 - 10 - End - 1. s Y Axis [mm],P75 - 10  - Mid - 2. s X Axis [mm],P76 - 10  - Mid - 2. s Y Axis [mm],P77 - 10 -Mid - 1. s X Axis [mm],P78 - 10 -Mid - 1. s Y Axis [mm],P79 - 15 - End - 2. s X Axis [mm],P80 - 15 - End - 2. s Y Axis [mm],P81 - 15 - End - 1. s X Axis [mm],P82 - 15 - End - 1. s Y Axis [mm],P83 - 15 - Mid - 2. s X Axis [mm],P84 - 15 - Mid - 2. s Y Axis [mm],P85 - 15 - Mid - 1. s X Axis [mm],P86 - 15 - Mid - 1. s Y Axis [mm],P87 - 20 - End - 2. s X Axis [mm],P88 - 20 - End - 2. s Y Axis [mm],P89 - 20 - End - 1. s X Axis [mm],P90 - 20 - End - 1. s Y Axis [mm],P91 - 20 - Mid - 2. s X Axis [mm],P92 - 20 - Mid - 2. s Y Axis [mm],P93 - 20 - Mid - 1. s X Axis [mm],P94 - 20 - Mid - 1. s Y Axis [mm],P95 - 30 - End - 2. s X Axis [mm],P96 - 30 - End - 2. s Y Axis [mm],P97 - 30 - End - 1. s X Axis [mm],P98 - 30 - End - 1. s Y Axis [mm],P99 - 30 - Mid - 2. s X Axis [mm],P100 - 30 - Mid - 2. s Y Axis [mm],P101 - 30 - Mid - 1. s X Axis [mm],P102 - 30 - Mid - 1. s Y Axis [mm],P103 - 45 - End_point - 2. s X Axis [mm],P104 - 45 - End_point - 2. s Y Axis [mm],P105 - 45 - End_point - 1. s X Axis [mm],P106 - 45 - End_point - 1. s Y Axis [mm],P107 - 45 - Mid_point - 2. s X Axis [mm],P108 - 45 - Mid_point - 2. s Y Axis [mm],P109 - 45 - Mid_point - 1. s X Axis [mm],P110 - 45 - Mid_point - 1. s Y Axis [mm],P111 - 60 - End - 2. s X Axis [mm],P112 - 60 - End - 2. s Y Axis [mm],P113 - 60 - End - 1. s X Axis [mm],P114 - 60 - End - 1. s Y Axis [mm],P115 - 60 - Mid - 2. s X Axis [mm],P116 - 60 - Mid - 2. s Y Axis [mm],P117 - 60 - Mid - 1. s X Axis [mm],P118 - 60 - Mid - 1. s Y Axis [mm],P119 - 75 - End - 2. s X Axis [mm],P120 - 75 - End - 2. s Y Axis [mm],P121 - 75 - End - 1. s X Axis [mm],P122 - 75 - End - 1. s Y Axis [mm],P123 - 75 - Mid - 2. s X Axis [mm],P124 - 75 - Mid - 2. s Y Axis [mm],P125 - 75 - Mid - 1. s X Axis [mm],P126 - 75 - Mid - 1. s Y Axis [mm],P127 - 90 - End - 2. s X Axis [mm],P128 - 90 - End - 2. s Y Axis [mm],P129 - 90 - End - 1. s X Axis [mm],P130 - 90 - End - 1. s Y Axis [mm],P131 - 90 - Mid - 2. s X Axis [mm],P132 - 90 - Mid - 2. s Y Axis [mm],P133 - 90 - Mid - 1. s X Axis [mm],P134 - 90 - Mid - 1. s Y Axis [mm],P135 - 110 - End - 2. s X Axis [mm],P136 - 110 - End - 2. s Y Axis [mm],P137 - 110 - End - 1. s X Axis [mm],P138 - 110 - End - 1. s Y Axis [mm],P139 - 110 - Mid - 2. s X Axis [mm],P140 - 110 - Mid - 2. s Y Axis [mm],P141 - 110 - Mid - 2. s 2 X Axis [mm],P142 - 110 - Mid - 2. s 2 Y Axis [mm],P143 - 130 - End - 2. s X Axis [mm],P144 - 130 - End - 2. s Y Axis [mm],P145 - 130 - End - 1. s X Axis [mm],P146 - 130 - End - 1. s Y Axis [mm],P147 - 130 - Mid - 2. s X Axis [mm],P148 - 130 - Mid - 2. s Y Axis [mm],P149 - 130 - Mid - 1. s X Axis [mm],P150 - 130 - Mid - 1. s Y Axis [mm]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150
DP 0,0.0558088131789575,2.1030234782846,0.11786069302802599,3.0229062183398052,0.037654269133586486,1.5012750567064688,0.080130812432638462,2.1554301046768174,0.369194869013038,5.21178682195801,0.512234679181529,6.13073661594989,0.253805402029058,3.69849576764915,0.351771344667975,4.34771966873767,0.947447693117758,8.22200697400057,1.18072100795127,9.16743163755872,0.653032144304163,5.81497628167879,0.812956326079833,6.48184475349806,1.79628489681815,11.1723379671984,2.12037614768946,12.1176123427836,1.23708911663316,7.8769748920369,1.45889928653005,8.54262494573396,4.23216014697861,16.6875852349901,4.73319503764895,17.5884461625894,2.90636045978257,11.713587206081,3.24848161639702,12.3469943490875,9.51088544193564,23.7161770796672,10.2649749287799,24.4887128756779,6.48713791511714,16.5530760893611,6.99903518128774,17.0974186661618,16.1120275374124,28.7997063835841,17.0716140420694,29.3696981615143,10.9134394893313,20.0292853726879,11.5607149389352,20.4353538855491,23.280006114804,31.7732586985913,24.3704282293993,32.0914357792888,15.6653653612537,22.0641643767712,16.3973959564561,22.3014479994465,30.5453544083053,32.7688570831008,31.7236759677,32.8134802418113,20.4039715186609,22.7734957881199,21.1902002635244,22.8320668508328,39.6510642100968,31.3002916664703,40.8306441068427,30.9495721563133,26.2044985304929,21.9195603290783,26.9848159929329,21.7274808970091,47.3859279785218,27.0418932948318,48.4229313552589,26.2952452739332,30.9536517519768,19.3967151979849,31.6381513070188,18.9667390690381
